L,mu,cvr,f,m,cs/cw,BE,CBEmuFactor,CBE_mu_m_Factor,DF+DL,NB 1 day (Fit),NB L days (Fit),NB R+L=1+L days (FitConv),NB m days (FitConv),NB m+1 days (FitConv),NB m+L days (FitConv),NB m+L+1 days (FitConv),LB_S,UB_S,,,,,,,
2,2,0.7,0.5,4,5,1,0.00E+00,0.00E+00,4,3,5,8,10,12,14,17,0,14,,,,,,,
2,2,0.7,0.5,4,5,2,1.00E+00,0.00E+00,4,3,5,8,10,12,14,17,0,14,,,,,,,
2,2,0.7,0.5,4,5,8,0.00E+00,1.00E+00,4,3,5,8,10,12,14,17,0,14,,,,,,,
2,2,0.7,0.5,5,0.2,1,0.00E+00,0.00E+00,4,1,3,4,8,10,11,13,0,11,,,,,,,
2,2,0.7,0.5,5,0.2,2,1.00E+00,0.00E+00,4,1,3,4,8,10,11,13,0,11,,,,,,,
2,2,0.7,0.5,5,0.2,10,0.00E+00,1.00E+00,4,1,3,4,8,10,11,13,0,11,,,,,,,
2,2,0.7,0.5,5,1,1,0.00E+00,0.00E+00,4,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,0.7,0.5,5,1,2,1.00E+00,0.00E+00,4,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,0.7,0.5,5,1,10,0.00E+00,1.00E+00,4,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,0.7,0.5,5,5,1,0.00E+00,0.00E+00,4,3,5,8,12,14,17,19,0,17,,,,,,,
2,2,0.7,0.5,5,5,2,1.00E+00,0.00E+00,4,3,5,8,12,14,17,19,0,17,,,,,,,
2,2,0.7,0.5,5,5,10,0.00E+00,1.00E+00,4,3,5,8,12,14,17,19,0,17,,,,,,,
2,2,0.7,1,3,0.2,1,0.00E+00,0.00E+00,4,1,3,4,4,6,8,10,0,8,,,,,,,
2,2,0.7,1,3,0.2,2,1.00E+00,0.00E+00,4,1,3,4,4,6,8,10,0,8,,,,,,,
2,2,0.7,1,3,0.2,6,0.00E+00,1.00E+00,4,1,3,4,4,6,8,10,0,8,,,,,,,
2,2,0.7,1,3,1,1,0.00E+00,0.00E+00,4,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,0.7,1,3,1,2,1.00E+00,0.00E+00,4,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,0.7,1,3,1,6,0.00E+00,1.00E+00,4,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,0.7,1,3,5,1,0.00E+00,0.00E+00,4,3,5,8,8,10,12,14,0,12,,,,,,,
2,2,0.7,1,3,5,2,1.00E+00,0.00E+00,4,3,5,8,8,10,12,14,0,12,,,,,,,
2,2,0.7,1,3,5,6,0.00E+00,1.00E+00,4,3,5,8,8,10,12,14,0,12,,,,,,,
2,2,0.7,1,4,0.2,1,0.00E+00,0.00E+00,4,1,3,4,6,8,10,11,0,10,,,,,,,
2,2,0.7,1,4,0.2,2,1.00E+00,0.00E+00,4,1,3,4,6,8,10,11,0,10,,,,,,,
2,2,0.7,1,4,0.2,8,0.00E+00,1.00E+00,4,1,3,4,6,8,10,11,0,10,,,,,,,
2,2,0.7,1,4,1,1,0.00E+00,0.00E+00,4,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,0.7,1,4,1,2,1.00E+00,0.00E+00,4,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,0.7,1,4,1,8,0.00E+00,1.00E+00,4,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,0.7,1,4,5,1,0.00E+00,0.00E+00,4,3,5,8,10,12,14,17,0,14,,,,,,,
2,2,0.7,1,4,5,2,1.00E+00,0.00E+00,4,3,5,8,10,12,14,17,0,14,,,,,,,
2,2,0.7,1,4,5,8,0.00E+00,1.00E+00,4,3,5,8,10,12,14,17,0,14,,,,,,,
2,2,0.7,1,5,0.2,1,0.00E+00,0.00E+00,4,1,3,4,8,10,11,13,0,11,,,,,,,
2,2,0.7,1,5,0.2,2,1.00E+00,0.00E+00,4,1,3,4,8,10,11,13,0,11,,,,,,,
2,2,0.7,1,5,0.2,10,0.00E+00,1.00E+00,4,1,3,4,8,10,11,13,0,11,,,,,,,
2,2,0.7,1,5,1,1,0.00E+00,0.00E+00,4,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,0.7,1,5,1,2,1.00E+00,0.00E+00,4,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,0.7,1,5,1,10,0.00E+00,1.00E+00,4,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,0.7,1,5,5,1,0.00E+00,0.00E+00,4,3,5,8,12,14,17,19,0,17,,,,,,,
2,2,0.7,1,5,5,2,1.00E+00,0.00E+00,4,3,5,8,12,14,17,19,0,17,,,,,,,
2,2,0.7,1,5,5,10,0.00E+00,1.00E+00,4,3,5,8,12,14,17,19,0,17,,,,,,,
2,2,1,0,3,0.2,1,0.00E+00,0.00E+00,8,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,0,3,0.2,2,1.00E+00,0.00E+00,8,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,0,3,0.2,6,0.00E+00,1.00E+00,8,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,0,3,1,1,0.00E+00,0.00E+00,8,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,0,3,1,2,1.00E+00,0.00E+00,8,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,0,3,1,6,0.00E+00,1.00E+00,8,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,0,3,5,1,0.00E+00,0.00E+00,8,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,0,3,5,2,1.00E+00,0.00E+00,8,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,0,3,5,6,0.00E+00,1.00E+00,8,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,0,4,0.2,1,0.00E+00,0.00E+00,8,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,0,4,0.2,2,1.00E+00,0.00E+00,8,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,0,4,0.2,8,0.00E+00,1.00E+00,8,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,0,4,1,1,0.00E+00,0.00E+00,8,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,0,4,1,2,1.00E+00,0.00E+00,8,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,0,4,1,8,0.00E+00,1.00E+00,8,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,0,4,5,1,0.00E+00,0.00E+00,8,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,0,4,5,2,1.00E+00,0.00E+00,8,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,0,4,5,8,0.00E+00,1.00E+00,8,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,0,5,0.2,1,0.00E+00,0.00E+00,8,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,0,5,0.2,2,1.00E+00,0.00E+00,8,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,0,5,0.2,10,0.00E+00,1.00E+00,8,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,0,5,1,1,0.00E+00,0.00E+00,8,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,0,5,1,2,1.00E+00,0.00E+00,8,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,0,5,1,10,0.00E+00,1.00E+00,8,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,0,5,5,1,0.00E+00,0.00E+00,8,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1,0,5,5,2,1.00E+00,0.00E+00,8,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1,0,5,5,10,0.00E+00,1.00E+00,8,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1,0.5,3,0.2,1,0.00E+00,0.00E+00,12,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,0.5,3,0.2,2,1.00E+00,0.00E+00,12,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,0.5,3,0.2,6,0.00E+00,1.00E+00,12,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,0.5,3,1,1,0.00E+00,0.00E+00,12,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,0.5,3,1,2,1.00E+00,0.00E+00,12,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,0.5,3,1,6,0.00E+00,1.00E+00,12,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,0.5,3,5,1,0.00E+00,0.00E+00,12,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,0.5,3,5,2,1.00E+00,0.00E+00,12,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,0.5,3,5,6,0.00E+00,1.00E+00,12,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,0.5,4,0.2,1,0.00E+00,0.00E+00,12,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,0.5,4,0.2,2,1.00E+00,0.00E+00,12,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,0.5,4,0.2,8,0.00E+00,1.00E+00,12,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,0.5,4,1,1,0.00E+00,0.00E+00,12,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,0.5,4,1,2,1.00E+00,0.00E+00,12,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,0.5,4,1,8,0.00E+00,1.00E+00,12,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,0.5,4,5,1,0.00E+00,0.00E+00,12,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,0.5,4,5,2,1.00E+00,0.00E+00,12,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,0.5,4,5,8,0.00E+00,1.00E+00,12,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,0.5,5,0.2,1,0.00E+00,0.00E+00,12,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,0.5,5,0.2,2,1.00E+00,0.00E+00,12,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,0.5,5,0.2,10,0.00E+00,1.00E+00,12,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,0.5,5,1,1,0.00E+00,0.00E+00,12,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,0.5,5,1,2,1.00E+00,0.00E+00,12,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,0.5,5,1,10,0.00E+00,1.00E+00,12,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,0.5,5,5,1,0.00E+00,0.00E+00,12,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1,0.5,5,5,2,1.00E+00,0.00E+00,12,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1,0.5,5,5,10,0.00E+00,1.00E+00,12,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1,1,3,0.2,1,0.00E+00,0.00E+00,8,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,1,3,0.2,2,1.00E+00,0.00E+00,8,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,1,3,0.2,6,0.00E+00,1.00E+00,8,1,2,4,4,5,7,9,0,7,,,,,,,
2,2,1,1,3,1,1,0.00E+00,0.00E+00,8,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,1,3,1,2,1.00E+00,0.00E+00,8,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,1,3,1,6,0.00E+00,1.00E+00,8,2,4,6,6,8,10,12,0,10,,,,,,,
2,2,1,1,3,5,1,0.00E+00,0.00E+00,8,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,1,3,5,2,1.00E+00,0.00E+00,8,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,1,3,5,6,0.00E+00,1.00E+00,8,3,6,8,8,11,13,15,0,13,,,,,,,
2,2,1,1,4,0.2,1,0.00E+00,0.00E+00,8,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,1,4,0.2,2,1.00E+00,0.00E+00,8,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,1,4,0.2,8,0.00E+00,1.00E+00,8,1,2,4,5,7,9,10,0,9,,,,,,,
2,2,1,1,4,1,1,0.00E+00,0.00E+00,8,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,1,4,1,2,1.00E+00,0.00E+00,8,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,1,4,1,8,0.00E+00,1.00E+00,8,2,4,6,8,10,12,14,0,12,,,,,,,
2,2,1,1,4,5,1,0.00E+00,0.00E+00,8,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,1,4,5,2,1.00E+00,0.00E+00,8,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,1,4,5,8,0.00E+00,1.00E+00,8,3,6,8,11,13,15,18,0,15,,,,,,,
2,2,1,1,5,0.2,1,0.00E+00,0.00E+00,8,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,1,5,0.2,2,1.00E+00,0.00E+00,8,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,1,5,0.2,10,0.00E+00,1.00E+00,8,1,2,4,7,9,10,12,0,10,,,,,,,
2,2,1,1,5,1,1,0.00E+00,0.00E+00,8,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,1,5,1,2,1.00E+00,0.00E+00,8,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,1,5,1,10,0.00E+00,1.00E+00,8,2,4,6,10,12,14,16,0,14,,,,,,,
2,2,1,1,5,5,1,0.00E+00,0.00E+00,8,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1,1,5,5,2,1.00E+00,0.00E+00,8,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1,1,5,5,10,0.00E+00,1.00E+00,8,3,6,8,13,15,18,20,0,18,,,,,,,
2,2,1.5,0,3,0.2,1,0.00E+00,0.00E+00,14,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,0,3,0.2,2,1.00E+00,0.00E+00,14,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,0,3,0.2,6,0.00E+00,1.00E+00,14,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,0,3,1,1,0.00E+00,0.00E+00,14,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,0,3,1,2,1.00E+00,0.00E+00,14,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,0,3,1,6,0.00E+00,1.00E+00,14,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,0,3,5,1,0.00E+00,0.00E+00,14,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,0,3,5,2,1.00E+00,0.00E+00,14,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,0,3,5,6,0.00E+00,1.00E+00,14,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,0,4,0.2,1,0.00E+00,0.00E+00,14,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,0,4,0.2,2,1.00E+00,0.00E+00,14,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,0,4,0.2,8,0.00E+00,1.00E+00,14,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,0,4,1,1,0.00E+00,0.00E+00,14,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,0,4,1,2,1.00E+00,0.00E+00,14,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,0,4,1,8,0.00E+00,1.00E+00,14,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,0,4,5,1,0.00E+00,0.00E+00,14,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,0,4,5,2,1.00E+00,0.00E+00,14,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,0,4,5,8,0.00E+00,1.00E+00,14,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,0,5,0.2,1,0.00E+00,0.00E+00,14,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,0,5,0.2,2,1.00E+00,0.00E+00,14,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,0,5,0.2,10,0.00E+00,1.00E+00,14,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,0,5,1,1,0.00E+00,0.00E+00,14,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,0,5,1,2,1.00E+00,0.00E+00,14,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,0,5,1,10,0.00E+00,1.00E+00,14,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,0,5,5,1,0.00E+00,0.00E+00,14,4,7,9,14,17,19,22,0,19,,,,,,,
2,2,1.5,0,5,5,2,1.00E+00,0.00E+00,14,4,7,9,14,17,19,22,0,19,,,,,,,
2,2,1.5,0,5,5,10,0.00E+00,1.00E+00,14,4,7,9,14,17,19,22,0,19,,,,,,,
2,2,1.5,0.5,3,0.2,1,0.00E+00,0.00E+00,24,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,0.5,3,0.2,2,1.00E+00,0.00E+00,24,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,0.5,3,0.2,6,0.00E+00,1.00E+00,24,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,0.5,3,1,1,0.00E+00,0.00E+00,24,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,0.5,3,1,2,1.00E+00,0.00E+00,24,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,0.5,3,1,6,0.00E+00,1.00E+00,24,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,0.5,3,5,1,0.00E+00,0.00E+00,24,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,0.5,3,5,2,1.00E+00,0.00E+00,24,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,0.5,3,5,6,0.00E+00,1.00E+00,24,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,0.5,4,0.2,1,0.00E+00,0.00E+00,24,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,0.5,4,0.2,2,1.00E+00,0.00E+00,24,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,0.5,4,0.2,8,0.00E+00,1.00E+00,24,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,0.5,4,1,1,0.00E+00,0.00E+00,24,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,0.5,4,1,2,1.00E+00,0.00E+00,24,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,0.5,4,1,8,0.00E+00,1.00E+00,24,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,0.5,4,5,1,0.00E+00,0.00E+00,24,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,0.5,4,5,2,1.00E+00,0.00E+00,24,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,0.5,4,5,8,0.00E+00,1.00E+00,24,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,0.5,5,0.2,1,0.00E+00,0.00E+00,24,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,0.5,5,0.2,2,1.00E+00,0.00E+00,24,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,0.5,5,0.2,10,0.00E+00,1.00E+00,24,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,0.5,5,1,1,0.00E+00,0.00E+00,24,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,0.5,5,1,2,1.00E+00,0.00E+00,24,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,0.5,5,1,10,0.00E+00,1.00E+00,24,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,0.5,5,5,1,0.00E+00,0.00E+00,24,4,7,9,14,17,19,22,0,19,,,,,,,
2,2,1.5,0.5,5,5,2,1.00E+00,0.00E+00,24,4,7,9,14,17,19,22,0,19,,,,,,,
2,2,1.5,0.5,5,5,10,0.00E+00,1.00E+00,24,4,7,9,14,17,19,22,0,19,,,,,,,
2,2,1.5,1,3,0.2,1,0.00E+00,0.00E+00,14,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,1,3,0.2,2,1.00E+00,0.00E+00,14,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,1,3,0.2,6,0.00E+00,1.00E+00,14,0,1,3,3,4,5,7,0,5,,,,,,,
2,2,1.5,1,3,1,1,0.00E+00,0.00E+00,14,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,1,3,1,2,1.00E+00,0.00E+00,14,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,1,3,1,6,0.00E+00,1.00E+00,14,1,3,5,5,7,9,11,0,9,,,,,,,
2,2,1.5,1,3,5,1,0.00E+00,0.00E+00,14,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,1,3,5,2,1.00E+00,0.00E+00,14,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,1,3,5,6,0.00E+00,1.00E+00,14,4,7,9,9,12,14,17,0,14,,,,,,,
2,2,1.5,1,4,0.2,1,0.00E+00,0.00E+00,14,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,1,4,0.2,2,1.00E+00,0.00E+00,14,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,1,4,0.2,8,0.00E+00,1.00E+00,14,0,1,3,4,5,7,9,0,7,,,,,,,
2,2,1.5,1,4,1,1,0.00E+00,0.00E+00,14,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,1,4,1,2,1.00E+00,0.00E+00,14,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,1,4,1,8,0.00E+00,1.00E+00,14,1,3,5,7,9,11,13,0,11,,,,,,,
2,2,1.5,1,4,5,1,0.00E+00,0.00E+00,14,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,1,4,5,2,1.00E+00,0.00E+00,14,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,1,4,5,8,0.00E+00,1.00E+00,14,4,7,9,12,14,17,19,0,17,,,,,,,
2,2,1.5,1,5,0.2,1,0.00E+00,0.00E+00,14,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,1,5,0.2,2,1.00E+00,0.00E+00,14,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,1,5,0.2,10,0.00E+00,1.00E+00,14,0,1,3,5,7,9,10,0,9,,,,,,,
2,2,1.5,1,5,1,1,0.00E+00,0.00E+00,14,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,1,5,1,2,1.00E+00,0.00E+00,14,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,1,5,1,10,0.00E+00,1.00E+00,14,1,3,5,9,11,13,15,0,13,,,,,,,
2,2,1.5,1,5,5,1,0.00E+00,0.00E+00,14,4,7,9,14,17,19,22,0,19,,,,,,,
2,2,1.5,1,5,5,2,1.00E+00,0.00E+00,14,4,7,9,14,17,19,22,0,19,,,,,,,
2,2,1.5,1,5,5,10,0.00E+00,1.00E+00,14,4,7,9,14,17,19,22,0,19,,,,,,,
2,4,0.7,0,3,0.2,1,0.00E+00,0.00E+00,8,3,6,10,10,13,17,21,0,17,,,,,,,
2,4,0.7,0,3,0.2,4,1.00E+00,0.00E+00,8,3,6,10,10,13,17,21,0,17,,,,,,,
2,4,0.7,0,3,0.2,12,0.00E+00,1.00E+00,8,3,6,10,10,13,17,21,0,17,,,,,,,
2,4,0.7,0,3,1,1,0.00E+00,0.00E+00,8,4,8,12,12,16,20,24,0,20,,,,,,,
2,4,0.7,0,3,1,4,1.00E+00,0.00E+00,8,4,8,12,12,16,20,24,0,20,,,,,,,
2,4,0.7,0,3,1,12,0.00E+00,1.00E+00,8,4,8,12,12,16,20,24,0,20,,,,,,,
2,4,0.7,0,3,5,1,0.00E+00,0.00E+00,8,5,10,14,14,19,23,27,0,23,,,,,,,
2,4,0.7,0,3,5,4,1.00E+00,0.00E+00,8,5,10,14,14,19,23,27,0,23,,,,,,,
2,4,0.7,0,3,5,12,0.00E+00,1.00E+00,8,5,10,14,14,19,23,27,0,23,,,,,,,
2,4,0.7,0,4,0.2,1,0.00E+00,0.00E+00,8,3,6,10,13,17,21,24,0,21,,,,,,,
2,4,0.7,0,4,0.2,4,1.00E+00,0.00E+00,8,3,6,10,13,17,21,24,0,21,,,,,,,
2,4,0.7,0,4,0.2,16,0.00E+00,1.00E+00,8,3,6,10,13,17,21,24,0,21,,,,,,,
2,4,0.7,0,4,1,1,0.00E+00,0.00E+00,8,4,8,12,16,20,24,28,0,24,,,,,,,
2,4,0.7,0,4,1,4,1.00E+00,0.00E+00,8,4,8,12,16,20,24,28,0,24,,,,,,,
2,4,0.7,0,4,1,16,0.00E+00,1.00E+00,8,4,8,12,16,20,24,28,0,24,,,,,,,
2,4,0.7,0,4,5,1,0.00E+00,0.00E+00,8,5,10,14,19,23,27,32,0,27,,,,,,,
2,4,0.7,0,4,5,4,1.00E+00,0.00E+00,8,5,10,14,19,23,27,32,0,27,,,,,,,
2,4,0.7,0,4,5,16,0.00E+00,1.00E+00,8,5,10,14,19,23,27,32,0,27,,,,,,,
2,4,0.7,0,5,0.2,1,0.00E+00,0.00E+00,8,3,6,10,17,21,24,28,0,24,,,,,,,
2,4,0.7,0,5,0.2,4,1.00E+00,0.00E+00,8,3,6,10,17,21,24,28,0,24,,,,,,,
2,4,0.7,0,5,0.2,20,0.00E+00,1.00E+00,8,3,6,10,17,21,24,28,0,24,,,,,,,
2,4,0.7,0,5,1,1,0.00E+00,0.00E+00,8,4,8,12,20,24,28,32,0,28,,,,,,,
2,4,0.7,0,5,1,4,1.00E+00,0.00E+00,8,4,8,12,20,24,28,32,0,28,,,,,,,
2,4,0.7,0,5,1,20,0.00E+00,1.00E+00,8,4,8,12,20,24,28,32,0,28,,,,,,,
2,4,0.7,0,5,5,1,0.00E+00,0.00E+00,8,5,10,14,23,27,32,36,0,32,,,,,,,
2,4,0.7,0,5,5,4,1.00E+00,0.00E+00,8,5,10,14,23,27,32,36,0,32,,,,,,,
2,4,0.7,0,5,5,20,0.00E+00,1.00E+00,8,5,10,14,23,27,32,36,0,32,,,,,,,
2,4,0.7,0.5,3,0.2,1,0.00E+00,0.00E+00,8,3,6,10,10,13,17,21,0,17,,,,,,,
2,4,0.7,0.5,3,0.2,4,1.00E+00,0.00E+00,8,3,6,10,10,13,17,21,0,17,,,,,,,
2,4,0.7,0.5,3,0.2,12,0.00E+00,1.00E+00,8,3,6,10,10,13,17,21,0,17,,,,,,,
2,4,0.7,0.5,3,1,1,0.00E+00,0.00E+00,8,4,8,12,12,16,20,24,0,20,,,,,,,
2,4,0.7,0.5,3,1,4,1.00E+00,0.00E+00,8,4,8,12,12,16,20,24,0,20,,,,,,,
2,4,0.7,0.5,3,1,12,0.00E+00,1.00E+00,8,4,8,12,12,16,20,24,0,20,,,,,,,
2,4,0.7,0.5,3,5,1,0.00E+00,0.00E+00,8,5,10,14,14,19,23,27,0,23,,,,,,,
2,4,0.7,0.5,3,5,4,1.00E+00,0.00E+00,8,5,10,14,14,19,23,27,0,23,,,,,,,
2,4,0.7,0.5,3,5,12,0.00E+00,1.00E+00,8,5,10,14,14,19,23,27,0,23,,,,,,,
2,4,0.7,0.5,4,0.2,1,0.00E+00,0.00E+00,8,3,6,10,13,17,21,24,0,21,,,,,,,
2,4,0.7,0.5,4,0.2,4,1.00E+00,0.00E+00,8,3,6,10,13,17,21,24,0,21,,,,,,,
2,4,0.7,0.5,4,0.2,16,0.00E+00,1.00E+00,8,3,6,10,13,17,21,24,0,21,,,,,,,
