L,mu,cvr,f,m,cs/cw,BE,CBEmuFactor,CBE_mu_m_Factor,DF+DL,NB 1 day (Fit),NB L days (Fit),NB R+L=1+L days (FitConv),NB m days (FitConv),NB m+1 days (FitConv),NB m+L days (FitConv),NB m+L+1 days (FitConv),LB_S,UB_S,,,,,,,
0,2,1.5,1,3,5,2,1.00E+00,0.00E+00,14,4,0,4,9,12,9,12,0,9,,,,,,,
0,2,1.5,1,3,5,6,0.00E+00,1.00E+00,14,4,0,4,9,12,9,12,0,9,,,,,,,
0,2,1.5,1,4,0.2,1,0.00E+00,0.00E+00,14,0,0,0,4,5,4,5,0,4,,,,,,,
0,2,1.5,1,4,0.2,2,1.00E+00,0.00E+00,14,0,0,0,4,5,4,5,0,4,,,,,,,
0,2,1.5,1,4,0.2,8,0.00E+00,1.00E+00,14,0,0,0,4,5,4,5,0,4,,,,,,,
0,2,1.5,1,4,1,1,0.00E+00,0.00E+00,14,1,0,1,7,9,7,9,0,7,,,,,,,
0,2,1.5,1,4,1,2,1.00E+00,0.00E+00,14,1,0,1,7,9,7,9,0,7,,,,,,,
0,2,1.5,1,4,1,8,0.00E+00,1.00E+00,14,1,0,1,7,9,7,9,0,7,,,,,,,
0,2,1.5,1,4,5,1,0.00E+00,0.00E+00,14,4,0,4,12,14,12,14,0,12,,,,,,,
0,2,1.5,1,4,5,2,1.00E+00,0.00E+00,14,4,0,4,12,14,12,14,0,12,,,,,,,
0,2,1.5,1,4,5,8,0.00E+00,1.00E+00,14,4,0,4,12,14,12,14,0,12,,,,,,,
0,2,1.5,1,5,0.2,1,0.00E+00,0.00E+00,14,0,0,0,5,7,5,7,0,5,,,,,,,
0,2,1.5,1,5,0.2,2,1.00E+00,0.00E+00,14,0,0,0,5,7,5,7,0,5,,,,,,,
0,2,1.5,1,5,0.2,10,0.00E+00,1.00E+00,14,0,0,0,5,7,5,7,0,5,,,,,,,
0,2,1.5,1,5,1,1,0.00E+00,0.00E+00,14,1,0,1,9,11,9,11,0,9,,,,,,,
0,2,1.5,1,5,1,2,1.00E+00,0.00E+00,14,1,0,1,9,11,9,11,0,9,,,,,,,
0,2,1.5,1,5,1,10,0.00E+00,1.00E+00,14,1,0,1,9,11,9,11,0,9,,,,,,,
0,2,1.5,1,5,5,1,0.00E+00,0.00E+00,14,4,0,4,14,17,14,17,0,14,,,,,,,
0,2,1.5,1,5,5,2,1.00E+00,0.00E+00,14,4,0,4,14,17,14,17,0,14,,,,,,,
0,2,1.5,1,5,5,10,0.00E+00,1.00E+00,14,4,0,4,14,17,14,17,0,14,,,,,,,
0,4,0.7,0,3,0.2,1,0.00E+00,0.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,0,3,0.2,4,1.00E+00,0.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,0,3,0.2,12,0.00E+00,1.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,0,3,1,1,0.00E+00,0.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,0,3,1,4,1.00E+00,0.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,0,3,1,12,0.00E+00,1.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,0,3,5,1,0.00E+00,0.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,0,3,5,4,1.00E+00,0.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,0,3,5,12,0.00E+00,1.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,0,4,0.2,1,0.00E+00,0.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,0,4,0.2,4,1.00E+00,0.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,0,4,0.2,16,0.00E+00,1.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,0,4,1,1,0.00E+00,0.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,0,4,1,4,1.00E+00,0.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,0,4,1,16,0.00E+00,1.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,0,4,5,1,0.00E+00,0.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,0,4,5,4,1.00E+00,0.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,0,4,5,16,0.00E+00,1.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,0,5,0.2,1,0.00E+00,0.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,0,5,0.2,4,1.00E+00,0.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,0,5,0.2,20,0.00E+00,1.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,0,5,1,1,0.00E+00,0.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,0,5,1,4,1.00E+00,0.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,0,5,1,20,0.00E+00,1.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,0,5,5,1,0.00E+00,0.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,0.7,0,5,5,4,1.00E+00,0.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,0.7,0,5,5,20,0.00E+00,1.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,0.7,0.5,3,0.2,1,0.00E+00,0.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,0.5,3,0.2,4,1.00E+00,0.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,0.5,3,0.2,12,0.00E+00,1.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,0.5,3,1,1,0.00E+00,0.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,0.5,3,1,4,1.00E+00,0.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,0.5,3,1,12,0.00E+00,1.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,0.5,3,5,1,0.00E+00,0.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,0.5,3,5,4,1.00E+00,0.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,0.5,3,5,12,0.00E+00,1.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,0.5,4,0.2,1,0.00E+00,0.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,0.5,4,0.2,4,1.00E+00,0.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,0.5,4,0.2,16,0.00E+00,1.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,0.5,4,1,1,0.00E+00,0.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,0.5,4,1,4,1.00E+00,0.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,0.5,4,1,16,0.00E+00,1.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,0.5,4,5,1,0.00E+00,0.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,0.5,4,5,4,1.00E+00,0.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,0.5,4,5,16,0.00E+00,1.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,0.5,5,0.2,1,0.00E+00,0.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,0.5,5,0.2,4,1.00E+00,0.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,0.5,5,0.2,20,0.00E+00,1.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,0.5,5,1,1,0.00E+00,0.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,0.5,5,1,4,1.00E+00,0.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,0.5,5,1,20,0.00E+00,1.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,0.5,5,5,1,0.00E+00,0.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,0.7,0.5,5,5,4,1.00E+00,0.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,0.7,0.5,5,5,20,0.00E+00,1.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,0.7,1,3,0.2,1,0.00E+00,0.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,1,3,0.2,4,1.00E+00,0.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,1,3,0.2,12,0.00E+00,1.00E+00,8,3,0,3,10,13,10,13,0,10,,,,,,,
0,4,0.7,1,3,1,1,0.00E+00,0.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,1,3,1,4,1.00E+00,0.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,1,3,1,12,0.00E+00,1.00E+00,8,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,0.7,1,3,5,1,0.00E+00,0.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,1,3,5,4,1.00E+00,0.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,1,3,5,12,0.00E+00,1.00E+00,8,5,0,5,14,19,14,19,0,14,,,,,,,
0,4,0.7,1,4,0.2,1,0.00E+00,0.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,1,4,0.2,4,1.00E+00,0.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,1,4,0.2,16,0.00E+00,1.00E+00,8,3,0,3,13,17,13,17,0,13,,,,,,,
0,4,0.7,1,4,1,1,0.00E+00,0.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,1,4,1,4,1.00E+00,0.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,1,4,1,16,0.00E+00,1.00E+00,8,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,0.7,1,4,5,1,0.00E+00,0.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,1,4,5,4,1.00E+00,0.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,1,4,5,16,0.00E+00,1.00E+00,8,5,0,5,19,23,19,23,0,19,,,,,,,
0,4,0.7,1,5,0.2,1,0.00E+00,0.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,1,5,0.2,4,1.00E+00,0.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,1,5,0.2,20,0.00E+00,1.00E+00,8,3,0,3,17,21,17,21,0,17,,,,,,,
0,4,0.7,1,5,1,1,0.00E+00,0.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,1,5,1,4,1.00E+00,0.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,1,5,1,20,0.00E+00,1.00E+00,8,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,0.7,1,5,5,1,0.00E+00,0.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,0.7,1,5,5,4,1.00E+00,0.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,0.7,1,5,5,20,0.00E+00,1.00E+00,8,5,0,5,23,27,23,27,0,23,,,,,,,
0,4,1,0,3,0.2,1,0.00E+00,0.00E+00,12,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,0,3,0.2,4,1.00E+00,0.00E+00,12,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,0,3,0.2,12,0.00E+00,1.00E+00,12,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,0,3,1,1,0.00E+00,0.00E+00,12,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,0,3,1,4,1.00E+00,0.00E+00,12,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,0,3,1,12,0.00E+00,1.00E+00,12,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,0,3,5,1,0.00E+00,0.00E+00,12,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,0,3,5,4,1.00E+00,0.00E+00,12,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,0,3,5,12,0.00E+00,1.00E+00,12,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,0,4,0.2,1,0.00E+00,0.00E+00,12,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,0,4,0.2,4,1.00E+00,0.00E+00,12,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,0,4,0.2,16,0.00E+00,1.00E+00,12,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,0,4,1,1,0.00E+00,0.00E+00,12,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,0,4,1,4,1.00E+00,0.00E+00,12,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,0,4,1,16,0.00E+00,1.00E+00,12,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,0,4,5,1,0.00E+00,0.00E+00,12,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,0,4,5,4,1.00E+00,0.00E+00,12,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,0,4,5,16,0.00E+00,1.00E+00,12,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,0,5,0.2,1,0.00E+00,0.00E+00,12,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,0,5,0.2,4,1.00E+00,0.00E+00,12,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,0,5,0.2,20,0.00E+00,1.00E+00,12,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,0,5,1,1,0.00E+00,0.00E+00,12,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,0,5,1,4,1.00E+00,0.00E+00,12,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,0,5,1,20,0.00E+00,1.00E+00,12,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,0,5,5,1,0.00E+00,0.00E+00,12,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1,0,5,5,4,1.00E+00,0.00E+00,12,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1,0,5,5,20,0.00E+00,1.00E+00,12,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1,0.5,3,0.2,1,0.00E+00,0.00E+00,16,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,0.5,3,0.2,4,1.00E+00,0.00E+00,16,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,0.5,3,0.2,12,0.00E+00,1.00E+00,16,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,0.5,3,1,1,0.00E+00,0.00E+00,16,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,0.5,3,1,4,1.00E+00,0.00E+00,16,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,0.5,3,1,12,0.00E+00,1.00E+00,16,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,0.5,3,5,1,0.00E+00,0.00E+00,16,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,0.5,3,5,4,1.00E+00,0.00E+00,16,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,0.5,3,5,12,0.00E+00,1.00E+00,16,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,0.5,4,0.2,1,0.00E+00,0.00E+00,16,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,0.5,4,0.2,4,1.00E+00,0.00E+00,16,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,0.5,4,0.2,16,0.00E+00,1.00E+00,16,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,0.5,4,1,1,0.00E+00,0.00E+00,16,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,0.5,4,1,4,1.00E+00,0.00E+00,16,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,0.5,4,1,16,0.00E+00,1.00E+00,16,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,0.5,4,5,1,0.00E+00,0.00E+00,16,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,0.5,4,5,4,1.00E+00,0.00E+00,16,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,0.5,4,5,16,0.00E+00,1.00E+00,16,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,0.5,5,0.2,1,0.00E+00,0.00E+00,16,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,0.5,5,0.2,4,1.00E+00,0.00E+00,16,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,0.5,5,0.2,20,0.00E+00,1.00E+00,16,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,0.5,5,1,1,0.00E+00,0.00E+00,16,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,0.5,5,1,4,1.00E+00,0.00E+00,16,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,0.5,5,1,20,0.00E+00,1.00E+00,16,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,0.5,5,5,1,0.00E+00,0.00E+00,16,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1,0.5,5,5,4,1.00E+00,0.00E+00,16,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1,0.5,5,5,20,0.00E+00,1.00E+00,16,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1,1,3,0.2,1,0.00E+00,0.00E+00,12,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,1,3,0.2,4,1.00E+00,0.00E+00,12,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,1,3,0.2,12,0.00E+00,1.00E+00,12,2,0,2,9,12,9,12,0,9,,,,,,,
0,4,1,1,3,1,1,0.00E+00,0.00E+00,12,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,1,3,1,4,1.00E+00,0.00E+00,12,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,1,3,1,12,0.00E+00,1.00E+00,12,4,0,4,12,16,12,16,0,12,,,,,,,
0,4,1,1,3,5,1,0.00E+00,0.00E+00,12,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,1,3,5,4,1.00E+00,0.00E+00,12,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,1,3,5,12,0.00E+00,1.00E+00,12,6,0,6,15,20,15,20,0,15,,,,,,,
0,4,1,1,4,0.2,1,0.00E+00,0.00E+00,12,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,1,4,0.2,4,1.00E+00,0.00E+00,12,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,1,4,0.2,16,0.00E+00,1.00E+00,12,2,0,2,12,16,12,16,0,12,,,,,,,
0,4,1,1,4,1,1,0.00E+00,0.00E+00,12,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,1,4,1,4,1.00E+00,0.00E+00,12,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,1,4,1,16,0.00E+00,1.00E+00,12,4,0,4,16,20,16,20,0,16,,,,,,,
0,4,1,1,4,5,1,0.00E+00,0.00E+00,12,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,1,4,5,4,1.00E+00,0.00E+00,12,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,1,4,5,16,0.00E+00,1.00E+00,12,6,0,6,20,24,20,24,0,20,,,,,,,
0,4,1,1,5,0.2,1,0.00E+00,0.00E+00,12,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,1,5,0.2,4,1.00E+00,0.00E+00,12,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,1,5,0.2,20,0.00E+00,1.00E+00,12,2,0,2,16,19,16,19,0,16,,,,,,,
0,4,1,1,5,1,1,0.00E+00,0.00E+00,12,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,1,5,1,4,1.00E+00,0.00E+00,12,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,1,5,1,20,0.00E+00,1.00E+00,12,4,0,4,20,24,20,24,0,20,,,,,,,
0,4,1,1,5,5,1,0.00E+00,0.00E+00,12,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1,1,5,5,4,1.00E+00,0.00E+00,12,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1,1,5,5,20,0.00E+00,1.00E+00,12,6,0,6,24,29,24,29,0,24,,,,,,,
0,4,1.5,0,3,0.2,1,0.00E+00,0.00E+00,20,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,0,3,0.2,4,1.00E+00,0.00E+00,20,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,0,3,0.2,12,0.00E+00,1.00E+00,20,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,0,3,1,1,0.00E+00,0.00E+00,20,3,0,3,11,15,11,15,0,11,,,,,,,
0,4,1.5,0,3,1,4,1.00E+00,0.00E+00,20,3,0,3,11,15,11,15,0,11,,,,,,,
0,4,1.5,0,3,1,12,0.00E+00,1.00E+00,20,3,0,3,11,15,11,15,0,11,,,,,,,
0,4,1.5,0,3,5,1,0.00E+00,0.00E+00,20,7,0,7,17,22,17,22,0,17,,,,,,,
0,4,1.5,0,3,5,4,1.00E+00,0.00E+00,20,7,0,7,17,22,17,22,0,17,,,,,,,
0,4,1.5,0,3,5,12,0.00E+00,1.00E+00,20,7,0,7,17,22,17,22,0,17,,,,,,,
0,4,1.5,0,4,0.2,1,0.00E+00,0.00E+00,20,1,0,1,10,14,10,14,0,10,,,,,,,
0,4,1.5,0,4,0.2,4,1.00E+00,0.00E+00,20,1,0,1,10,14,10,14,0,10,,,,,,,
0,4,1.5,0,4,0.2,16,0.00E+00,1.00E+00,20,1,0,1,10,14,10,14,0,10,,,,,,,
0,4,1.5,0,4,1,1,0.00E+00,0.00E+00,20,3,0,3,15,19,15,19,0,15,,,,,,,
0,4,1.5,0,4,1,4,1.00E+00,0.00E+00,20,3,0,3,15,19,15,19,0,15,,,,,,,
0,4,1.5,0,4,1,16,0.00E+00,1.00E+00,20,3,0,3,15,19,15,19,0,15,,,,,,,
0,4,1.5,0,4,5,1,0.00E+00,0.00E+00,20,7,0,7,22,26,22,26,0,22,,,,,,,
0,4,1.5,0,4,5,4,1.00E+00,0.00E+00,20,7,0,7,22,26,22,26,0,22,,,,,,,
0,4,1.5,0,4,5,16,0.00E+00,1.00E+00,20,7,0,7,22,26,22,26,0,22,,,,,,,
0,4,1.5,0,5,0.2,1,0.00E+00,0.00E+00,20,1,0,1,14,17,14,17,0,14,,,,,,,
0,4,1.5,0,5,0.2,4,1.00E+00,0.00E+00,20,1,0,1,14,17,14,17,0,14,,,,,,,
0,4,1.5,0,5,0.2,20,0.00E+00,1.00E+00,20,1,0,1,14,17,14,17,0,14,,,,,,,
0,4,1.5,0,5,1,1,0.00E+00,0.00E+00,20,3,0,3,19,23,19,23,0,19,,,,,,,
0,4,1.5,0,5,1,4,1.00E+00,0.00E+00,20,3,0,3,19,23,19,23,0,19,,,,,,,
0,4,1.5,0,5,1,20,0.00E+00,1.00E+00,20,3,0,3,19,23,19,23,0,19,,,,,,,
0,4,1.5,0,5,5,1,0.00E+00,0.00E+00,20,7,0,7,26,31,26,31,0,26,,,,,,,
0,4,1.5,0,5,5,4,1.00E+00,0.00E+00,20,7,0,7,26,31,26,31,0,26,,,,,,,
0,4,1.5,0,5,5,20,0.00E+00,1.00E+00,20,7,0,7,26,31,26,31,0,26,,,,,,,
0,4,1.5,0.5,3,0.2,1,0.00E+00,0.00E+00,28,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,0.5,3,0.2,4,1.00E+00,0.00E+00,28,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,0.5,3,0.2,12,0.00E+00,1.00E+00,28,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,0.5,3,1,1,0.00E+00,0.00E+00,28,3,0,3,11,15,11,15,0,11,,,,,,,
0,4,1.5,0.5,3,1,4,1.00E+00,0.00E+00,28,3,0,3,11,15,11,15,0,11,,,,,,,
0,4,1.5,0.5,3,1,12,0.00E+00,1.00E+00,28,3,0,3,11,15,11,15,0,11,,,,,,,
0,4,1.5,0.5,3,5,1,0.00E+00,0.00E+00,28,7,0,7,17,22,17,22,0,17,,,,,,,
0,4,1.5,0.5,3,5,4,1.00E+00,0.00E+00,28,7,0,7,17,22,17,22,0,17,,,,,,,
0,4,1.5,0.5,3,5,12,0.00E+00,1.00E+00,28,7,0,7,17,22,17,22,0,17,,,,,,,
0,4,1.5,0.5,4,0.2,1,0.00E+00,0.00E+00,28,1,0,1,10,14,10,14,0,10,,,,,,,
0,4,1.5,0.5,4,0.2,4,1.00E+00,0.00E+00,28,1,0,1,10,14,10,14,0,10,,,,,,,
0,4,1.5,0.5,4,0.2,16,0.00E+00,1.00E+00,28,1,0,1,10,14,10,14,0,10,,,,,,,
0,4,1.5,0.5,4,1,1,0.00E+00,0.00E+00,28,3,0,3,15,19,15,19,0,15,,,,,,,
0,4,1.5,0.5,4,1,4,1.00E+00,0.00E+00,28,3,0,3,15,19,15,19,0,15,,,,,,,
0,4,1.5,0.5,4,1,16,0.00E+00,1.00E+00,28,3,0,3,15,19,15,19,0,15,,,,,,,
0,4,1.5,0.5,4,5,1,0.00E+00,0.00E+00,28,7,0,7,22,26,22,26,0,22,,,,,,,
0,4,1.5,0.5,4,5,4,1.00E+00,0.00E+00,28,7,0,7,22,26,22,26,0,22,,,,,,,
0,4,1.5,0.5,4,5,16,0.00E+00,1.00E+00,28,7,0,7,22,26,22,26,0,22,,,,,,,
0,4,1.5,0.5,5,0.2,1,0.00E+00,0.00E+00,28,1,0,1,14,17,14,17,0,14,,,,,,,
0,4,1.5,0.5,5,0.2,4,1.00E+00,0.00E+00,28,1,0,1,14,17,14,17,0,14,,,,,,,
0,4,1.5,0.5,5,0.2,20,0.00E+00,1.00E+00,28,1,0,1,14,17,14,17,0,14,,,,,,,
0,4,1.5,0.5,5,1,1,0.00E+00,0.00E+00,28,3,0,3,19,23,19,23,0,19,,,,,,,
0,4,1.5,0.5,5,1,4,1.00E+00,0.00E+00,28,3,0,3,19,23,19,23,0,19,,,,,,,
0,4,1.5,0.5,5,1,20,0.00E+00,1.00E+00,28,3,0,3,19,23,19,23,0,19,,,,,,,
0,4,1.5,0.5,5,5,1,0.00E+00,0.00E+00,28,7,0,7,26,31,26,31,0,26,,,,,,,
0,4,1.5,0.5,5,5,4,1.00E+00,0.00E+00,28,7,0,7,26,31,26,31,0,26,,,,,,,
0,4,1.5,0.5,5,5,20,0.00E+00,1.00E+00,28,7,0,7,26,31,26,31,0,26,,,,,,,
0,4,1.5,1,3,0.2,1,0.00E+00,0.00E+00,20,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,1,3,0.2,4,1.00E+00,0.00E+00,20,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,1,3,0.2,12,0.00E+00,1.00E+00,20,1,0,1,7,10,7,10,0,7,,,,,,,
0,4,1.5,1,3,1,1,0.00E+00,0.00E+00,20,3,0,3,11,15,11,15,0,11,,,,,,,
